# Customers Currently,# Customers in Pipeline,Account Manager Name,Active Customer (PY),Before Selected Year,Before Selected Year-1,CHS Rename,CHS Tooltip,Close Date,Closed?,Colour - Customer Health Score Pipeline,Conversion or Lost? (Hist),Current Year?,Customer Health Score,Customer Name,DS Filter - Exclude,dummy,ID,Likely Churn?,Number of Customers - SY,Opp Type Tooltip,Opportunity Description,Opportunity Description2,Opportunity Name,Opportunity Number,Opportunity Stage Name,Opportunity Type,Opps Param Label,Opps Text,Pipeline Value Label,Pipeline Value Text,Portfolio Status,Prior Year Param,Right_Opportunity Description,Selected Account Manager,Selected Metric [Opps],Selected Metric [Opps] (copy),Selected Stage,Selected Year,Selected Year dot,Stage,Stage Name,Stage ▶,Table Filter,Title - Renewals or Pipeline,Year,Year of Close,ARR,Colour,Conversion Rate (%),Deal Size - Avg for SY,Deal Size - Colour,Deal Size - CY vs PY,Deal Size - PY,Expected Churn,In Pipeline,New Customers - CY vs PY,Number of Line Items,Number to Show,Opportunity/Opps,Pipeline - CY vs PY,Pipeline - CY vs PY %,Pipeline - Last Year,Pipeline Value (£),Pipeline Value - Colour,Pipeline Value - CY,Selected Metric,Selected Metric - ARR,Selected Metric - Opps,Upsell > Target,Upsell Target,Upsell vs Target,Upsells - CY,Upsells - PY,Value,Value (copy),Variance to Target - Conversion Rate
,,Emily Brown,Bradtke LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,24/08/2015,Historic,,Conversion,False,,Bradtke LLC,,dummy,1357,Expected Churn,Bradtke LLC,An existing contract is due to expire unless renewed,License opp,License opp,Opportunity 1357,1357,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2015,2015,,False,0,,,,,,0,0,2,20,Opportunity,,,,,,,104343.331606207,104343.331606207,,,,,,,104343.331606207,104343.331606207,-50.0%
Ledner LLC,,Jessica White,Ledner LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,11/04/2019,Historic,,Conversion,False,,Ledner LLC,,dummy,845,Healthy,Ledner LLC,An existing contract is due to expire unless renewed,License opp,Consulting opp (Long term),Opportunity 845,845,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2019,2019,14495.976556095,False,1,,,,,,0,0,10,20,Opportunity,,,,,,,14495.976556095,14495.976556095,,,,,,,14495.976556095,14495.976556095,+50.0%
,Schoen LLC,Jane Smith,,False,False,Confident,The opportunity has a high chance of being successful,19/09/2025,Pending,Green,Conversion,False,Green,Schoen LLC,,dummy,965,Healthy,,An existing contract is due to expire unless renewed,License + LT Consulting opp,License + ST Consulting opp,Opportunity 965,965,Implementation,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Pending,False,Consulting opp (Infrastructure),False,False,True,False,False,,7,Decision Pending,7,True,Upcoming Renewals,2025,2025,,False,0,,,,,,0,0,2,20,Opportunity,,,,142248.215543192,,,142248.215543192,142248.215543192,,,,,,,142248.215543192,142248.215543192,-50.0%
,,Emily Brown,Prosacco Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,29/08/2019,Historic,,Conversion,False,,Prosacco Inc,,dummy,1852,Expected Churn,Prosacco Inc,An existing contract is due to expire unless renewed,License opp,Support plan + licenses,Opportunity 1852,1852,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2019,2019,,False,0,,,,,,0,0,9,20,Opportunity,,,,,,,98166.581573753,98166.581573753,,,,,,,98166.581573753,98166.581573753,-50.0%
,Hayes-Johns,Jane Smith,,False,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,11/03/2025,Pending,,Conversion,False,Red,Hayes-Johns,,dummy,1041,Expected Churn,,New Business,Consulting opp (Short term),License + hosting opp,Opportunity 1041,1041,Implementation,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Pending,False,License opp,False,False,True,False,False,,7,Decision Pending,7,True,Upcoming Renewals,2025,2025,,False,0,,,,,,0,0,2,20,Opportunity,,,,17339.500402412,,,17339.500402412,17339.500402412,,,,,,,17339.500402412,17339.500402412,-50.0%
,,Robert Harris,Rau-Orn,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,04/12/2016,Historic,,Conversion,False,,Rau-Orn,,dummy,33,Expected Churn,Rau-Orn,Sale of additional services on top of an existing contract,Support plan + licenses,License + LT Consulting opp,Opportunity 33,33,,Upsell,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Support plan + licenses,True,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2016,2016,,False,0,,,,,,0,0,9,20,Opportunity,,,,,,,72475.299703068,72475.299703068,,,,,,,72475.299703068,72475.299703068,-50.0%
,,Jane Smith,Ward LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,23/09/2019,Historic,,Conversion,False,,Ward LLC,,dummy,224,Expected Churn,Ward LLC,An existing contract is due to expire unless renewed,Consulting opp (Long term),License opp,Opportunity 224,224,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Short term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2019,2019,,False,0,,,,,,0,0,10,20,Opportunity,,,,,,,102691.762881049,102691.762881049,,,,,,,102691.762881049,102691.762881049,-50.0%
,Hayes-Johns,Emily Brown,,False,False,Neutral,There are not enough factors to provide an opportunity health score,06/09/2026,Pending,,Conversion,True,Amber,Hayes-Johns,,dummy,1039,Healthy,,New Business,License opp,License opp,Opportunity 1039,1039,Implementation,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Pending,False,Consulting opp (Short term),False,False,True,False,False,,7,Decision Pending,7,True,Upcoming Renewals,2026,2026,,False,0,,,,,,0,0,10,20,Opportunity,,,,77919.122445844,,,77919.122445844,77919.122445844,,,,,,,77919.122445844,77919.122445844,-50.0%
,,Kevin Martinez,Harvey Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,01/01/2015,Historic,,Conversion,False,,Harvey Inc,,dummy,575,Expected Churn,Harvey Inc,Sale of additional services on top of an existing contract,License + hosting opp,License + hosting opp,Opportunity 575,575,,Upsell,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + ST Consulting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2015,2015,,False,0,,,,,,0,0,5,20,Opportunity,,,,,,,29202.568817232,29202.568817232,,,,,,,29202.568817232,29202.568817232,-50.0%
Rogahn LLC,,John Doe,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,12/11/2023,Historic,,Lost,False,,Rogahn LLC,,dummy,991,Healthy,Rogahn LLC,New Business,Consulting opp (Infrastructure),Support plan + licenses,Opportunity 991,991,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License opp,False,False,True,False,True,●,Closed Won,,Closed Won,True,Upcoming Renewals,2023,2023,132603.230684205,True,1,132603.230684205,,,,,0,1,5,20,Opportunity,,,,,,132603.230684205,132603.230684205,132603.230684205,,,33150.807671051,,,,132603.230684205,132603.230684205,+50.0%
Ernser Inc,,Jane Smith,Ernser Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,21/02/2014,Historic,,Conversion,False,,Ernser Inc,,dummy,976,Healthy,Ernser Inc,An existing contract is due to expire unless renewed,Consulting opp (Infrastructure),Support plan + licenses,Opportunity 976,976,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Support plan + licenses,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2014,2014,69183.044384509,False,1,,,,,,0,0,1,20,Opportunity,,,,,,,69183.044384509,69183.044384509,,,,,,,69183.044384509,69183.044384509,+50.0%
,Mraz-Harber,Jessica White,,False,False,Neutral,There are not enough factors to provide an opportunity health score,04/04/2026,Pending,,Conversion,True,Amber,Mraz-Harber,,dummy,1437,Healthy,,New Business,License + hosting opp,License opp,Opportunity 1437,1437,Proposal Sent,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Pending,False,License + hosting opp,False,False,True,False,False,,4,Proposal,4,True,Upcoming Renewals,2026,2026,,False,0,,,,,,0,0,1,20,Opportunity,,,,130709.183963646,,,130709.183963646,130709.183963646,,,,,,,130709.183963646,130709.183963646,-50.0%
,,Amanda Anderson,Tromp Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,25/01/2021,Historic,,Conversion,False,,Tromp Group,,dummy,1169,Expected Churn,Tromp Group,Sale of additional services on top of an existing contract,License opp,Consulting opp (Long term),Opportunity 1169,1169,,Upsell,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Support plan + licenses,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2021,2021,,False,0,,,,,,0,0,7,20,Opportunity,,,,,,,39700.368861598,39700.368861598,,,,,,,39700.368861598,39700.368861598,-50.0%
,,Robert Harris,,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,09/01/2018,Historic,,Lost,False,,,,dummy,5,Healthy,,New Business,License + ST Consulting opp,Consulting opp (Short term),Opportunity 5,5,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Long term),True,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2018,2018,101821.387471124,False,1,,,,,,0,0,5,20,Opportunity,,,,,,,101821.387471124,101821.387471124,,,,,,,101821.387471124,101821.387471124,+50.0%
,Dare-Brakus,David Wilson,,False,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,17/06/2025,Pending,,Conversion,False,Red,Dare-Brakus,,dummy,1152,Expected Churn,,An existing contract is due to expire unless renewed,License + hosting opp,Consulting opp (Short term),Opportunity 1152,1152,Proposal Sent,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Pending,False,Support plan + licenses,False,False,True,False,False,,4,Proposal,4,True,Upcoming Renewals,2025,2025,,False,0,,,,,,0,0,8,20,Opportunity,,,,128898.245398339,,,128898.245398339,128898.245398339,,,,,,,128898.245398339,128898.245398339,-50.0%
,,Michael Johnson,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,07/01/2023,Historic,,Conversion,False,,Graham LLC,,dummy,887,Expected Churn,Graham LLC,Sale of additional services on top of an existing contract,Consulting opp (Infrastructure),Consulting opp (Infrastructure),Opportunity 887,887,,Upsell,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License opp,False,False,True,False,True,●,Closed Lost,,Closed Lost,True,Upcoming Renewals,2023,2023,,True,0,38081.757081226,,,,,0,1,9,20,Opportunity,,,,,,,38081.757081226,38081.757081226,,True,9520.439270306,3,38081.757081226,,38081.757081226,38081.757081226,-50.0%
,,Kevin Martinez,Howell LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,31/12/2020,Historic,,Conversion,False,,Howell LLC,,dummy,711,Expected Churn,Howell LLC,An existing contract is due to expire unless renewed,License + hosting opp,Consulting opp (Long term),Opportunity 711,711,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + hosting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2020,2020,,False,0,,,,,,0,0,2,20,Opportunity,,,,,,,61004.622769776,61004.622769776,,,,,,,61004.622769776,61004.622769776,-50.0%
Koch LLC,,Emily Brown,Koch LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,09/01/2017,Historic,,Conversion,False,,Koch LLC,,dummy,209,Healthy,Koch LLC,Sale of additional services on top of an existing contract,License opp,License opp,Opportunity 209,209,,Upsell,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2017,2017,92904.304618226,False,1,,,,,,0,0,2,20,Opportunity,,,,,,,92904.304618226,92904.304618226,,,,,,,92904.304618226,92904.304618226,+50.0%
Brakus Inc,,Kevin Martinez,Brakus Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,03/12/2021,Historic,,Conversion,False,,Brakus Inc,,dummy,928,Healthy,Brakus Inc,Sale of additional services on top of an existing contract,License + LT Consulting opp,Consulting opp (Long term),Opportunity 928,928,,Upsell,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2021,2021,66488.295864893,False,1,,,,,,0,0,8,20,Opportunity,,,,,,,66488.295864893,66488.295864893,,,,,,,66488.295864893,66488.295864893,+50.0%
,,Amanda Anderson,Harris Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,06/02/2016,Historic,,Conversion,False,,Harris Inc,,dummy,917,Expected Churn,Harris Inc,Sale of additional services on top of an existing contract,License opp,License opp,Opportunity 917,917,,Upsell,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + LT Consulting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2016,2016,,False,0,,,,,,0,0,10,20,Opportunity,,,,,,,45462.730525868,45462.730525868,,,,,,,45462.730525868,45462.730525868,-50.0%
,,Sarah Taylor,Streich Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,05/08/2018,Historic,,Conversion,False,,Streich Inc,,dummy,1083,Expected Churn,Streich Inc,Sale of additional services on top of an existing contract,License opp,License opp,Opportunity 1083,1083,,Upsell,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + hosting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2018,2018,,False,0,,,,,,0,0,5,20,Opportunity,,,,,,,28552.404690663,28552.404690663,,,,,,,28552.404690663,28552.404690663,-50.0%
,Rogahn LLC,Emily Brown,,False,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,09/12/2026,Pending,,Conversion,True,Red,Rogahn LLC,,dummy,997,Expected Churn,,Sale of additional services on top of an existing contract,Consulting opp (Short term),Consulting opp (Infrastructure),Opportunity 997,997,Requirement Scoping,Upsell,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Pending,False,Consulting opp (Long term),False,False,True,False,False,,3,Needs Analysis,3,True,Upcoming Renewals,2026,2026,,False,0,,,,,,0,0,3,20,Opportunity,,,,150349.007583654,,,150349.007583654,150349.007583654,,,,,,,150349.007583654,150349.007583654,-50.0%
Reichel Inc,,Ryan Thomas,Reichel Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,08/01/2014,Historic,,Conversion,False,,Reichel Inc,,dummy,1514,Healthy,Reichel Inc,An existing contract is due to expire unless renewed,Consulting opp (Long term),License + LT Consulting opp,Opportunity 1514,1514,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + ST Consulting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2014,2014,142782.833668538,False,1,,,,,,0,0,6,20,Opportunity,,,,,,,142782.833668538,142782.833668538,,,,,,,142782.833668538,142782.833668538,+50.0%
,Ferry LLC,Robert Harris,,False,False,Neutral,There are not enough factors to provide an opportunity health score,05/03/2027,Pending,,Conversion,False,Amber,Ferry LLC,,dummy,372,Healthy,,New Business,Support plan + licenses,Consulting opp (Long term),Opportunity 372,372,Prospecting,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Pending,False,License + hosting opp,True,False,True,False,False,,1,Prospecting,1,True,Upcoming Renewals,2027,2027,,False,0,,,,,,0,0,2,20,Opportunity,,,,103420.513314991,,,103420.513314991,103420.513314991,,,,,,,103420.513314991,103420.513314991,-50.0%
,Will Inc,David Wilson,,False,False,Confident,The opportunity has a high chance of being successful,16/11/2026,Pending,Green,Conversion,True,Green,Will Inc,,dummy,197,Healthy,,New Business,Consulting opp (Short term),Consulting opp (Short term),Opportunity 197,197,Implementation,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Pending,False,Support plan + licenses,False,False,True,False,False,,7,Decision Pending,7,True,Upcoming Renewals,2026,2026,,False,0,,,,,,0,0,3,20,Opportunity,,,,74060.107957120,,,74060.107957120,74060.107957120,,,,,,,74060.107957120,74060.107957120,-50.0%
Fadel-Davis,,Daniel Martinez,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,29/03/2023,Historic,,Conversion,False,,Fadel-Davis,,dummy,1060,Healthy,Fadel-Davis,Sale of additional services on top of an existing contract,License opp,License opp,Opportunity 1060,1060,,Upsell,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Support plan + licenses,False,False,True,False,True,●,Closed Won,,Closed Won,True,Upcoming Renewals,2023,2023,46357.571423603,True,1,46357.571423603,,,,,0,1,1,20,Opportunity,,,,,,46357.571423603,46357.571423603,46357.571423603,,True,11589.392855901,3,46357.571423603,,46357.571423603,46357.571423603,+50.0%
Krajcik-Bode,,Jane Smith,Krajcik-Bode,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,28/11/2017,Historic,,Conversion,False,,Krajcik-Bode,,dummy,1860,Healthy,Krajcik-Bode,An existing contract is due to expire unless renewed,License opp,Consulting opp (Long term),Opportunity 1860,1860,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + ST Consulting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2017,2017,107936.26307229,False,1,,,,,,0,0,5,20,Opportunity,,,,,,,107936.26307229,107936.26307229,,,,,,,107936.26307229,107936.26307229,+50.0%
Haag Inc,,James Jackson,Haag Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,06/08/2015,Historic,,Conversion,False,,Haag Inc,,dummy,145,Healthy,Haag Inc,An existing contract is due to expire unless renewed,Consulting opp (Short term),License opp,Opportunity 145,145,,Renewal,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2015,2015,39380.524533191,False,1,,,,,,0,0,3,20,Opportunity,,,,,,,39380.524533191,39380.524533191,,,,,,,39380.524533191,39380.524533191,+50.0%
